aggregateTime,广告系列名称,广告系列ID,推广目标,广告组ID,广告组名称,推广应用,定向国家,广告ID,广告名称,展示数,点击数,CTR,CPM(USD),CPC(USD),花费(USD),转化量,转化率,转化成本(USD),单次转化价值(USD),去重安装数,去重安装率,去重安装成本(USD),点击归因安装数,点击归因安装率,点击归因安装成本(USD)
2022-10-10,catcut_bd_起量_bigo_wl_0831,52756929262294528,应用安装量,42851976237912576,bd_wl_0922 _迭代素材-Copy1-1664843634,com.video.music.editor.maker,bd,32851976238862848,catcut_in_220920_liaoluhui_1X1_boy 04.mp4-Copy1-1664843634,42578,2072,4.87%,0.03,0.00,1.14,41,1.98%,0.03,0.00,41,0.019787644787644786,0.03,35,1.69%,0.03
2022-10-10,catcut_gcc_起量_bigo_wl_0919,52810654827451136,应用安装量,42816015594460672,gcc-坐-0921,com.video.music.editor.maker,ae,32816015595279872,pk_210830_chenweiyu_1X1_vido01.mp4-09,406,6,1.48%,0.03,0.00,0.01,0,0%,-,-,0,0,-,0,0%,-
2022-10-10,catcut_bd_起量_bigo_wl_0831,52756929262294528,应用安装量,42756935363564800,出量视频-0831-Copy1,com.video.music.editor.maker,bd,32756935382308096,vido01_chenweiyu_9X16_220728.mp4,38085,53,0.14%,0.00,0.00,0.03,1,1.89%,0.03,0.00,1,0.018867924528301886,0.03,0,0%,-
2022-10-10,bd_wsy_1010_zgp,52870161891137024,应用安装量,42870161892087296,bd_wsy_1010_zgp_b,com.video.music.editor.maker,bd,32870161892939264,in_221010_zhangguiping_1X1_vido1.mp4,6551,354,5.40%,0.02,0.00,0.14,0,0%,-,-,0,0,-,1,0.28%,0.14
2022-10-10,catcut_bd_wsy_迭代素材,52813461375324160,应用安装量,42813461377519616,bd_wsy_0920_迭代素材,com.video.music.editor.maker,bd,32813461377945600,diedai,6071,297,4.89%,0.03,0.00,0.19,21,7.07%,0.01,0.00,21,0.0707070707070707,0.01,8,2.69%,0.02
2022-10-10,catcut_bd_wsy_0920_热门模版,52813360980496384,应用安装量,42813373117272064,bd_wsy_0920_热门模版-b,com.video.music.editor.maker,bd,32813373118517248,Music box.mp4,4293,46,1.07%,0.03,0.00,0.13,7,15.22%,0.02,0.00,7,0.15217391304347827,0.02,5,10.87%,0.03
2022-10-10,catcut_gcc_起量_bigo_wl_0919,52810654827451136,应用安装量,42810654828991232,catcut_gcc_起量_bigo_wl_0919,com.video.music.editor.maker,ae,32810654829843200,文件09.mp4-008,1443,4,0.28%,0.00,0.00,0.00,0,0%,-,-,0,0,-,0,0%,-
2022-10-10,catcut_中东_wsy_0930,52841370832409344,应用安装量,42841370833228544,catcut_中东_wsy_boy,com.video.music.editor.maker,sa,32841370834440960,iaoluhui_1X1_boy05.mp4,145131,7165,4.94%,0.10,0.00,14.00,93,1.30%,0.15,0.00,93,0.012979762735519889,0.15,104,1.45%,0.13
2022-10-10,catcut_中东_wsy_0930,52841370832409344,应用安装量,42841370833228544,catcut_中东_wsy_boy,com.video.music.editor.maker,ae,32841370833654528,220920_liaoluhui_1X1_boy05.mp4,646,30,4.64%,0.26,0.01,0.17,2,6.67%,0.08,0.00,2,0.06666666666666667,0.08,2,6.67%,0.08
2022-10-10,catcut_bd_起量_bigo_wl_0831,52756929262294528,应用安装量,42756955806897408,美颜-0831,com.video.music.editor.maker,bd,32756955810534656,pk_210816_chinweiyu_1X1_vido05.mp4-Copy1-1661943466,274,52,18.98%,0.04,0.00,0.01,0,0%,-,-,0,0,-,0,0%,-
2022-10-10,catcut_bd_起量_bigo_wl_0831,52756929262294528,应用安装量,42796377055924480,小男孩-0914,com.video.music.editor.maker,bd,32796377056809216,pk_210830_chinweiyu_1X1_vido14.mp4-Copy1-1663146536,375,24,6.40%,0.13,0.00,0.05,1,4.17%,0.05,0.00,1,0.041666666666666664,0.05,1,4.17%,0.05
2022-10-10,catcut_gcc_起量_bigo_wl_0919,52810654827451136,应用安装量,42851970541687552,bd_wl_0922 _迭代素材-Copy1-1664843438,com.video.music.editor.maker,ae,32851970542211840,catcut_in_220920_liaoluhui_1X1_boy 04.mp4-Copy1-1664843438,7,1,14.29%,0.07,0.00,0.00,0,0%,-,-,0,0,-,0,0%,-
2022-10-10,catcut_bd_起量_bigo_wl_0831,52756929262294528,应用安装量,42816339025630464,lisa-0921,com.video.music.editor.maker,bd,32816339026580736,Lisa-天空.mp4--0,52649,2341,4.45%,0.02,0.00,0.97,33,1.41%,0.03,0.00,33,0.014096539940196497,0.03,26,1.11%,0.04
2022-10-10,catcut_bd_wsy_0920_热门模版,52813360980496384,应用安装量,42819000581429504,bd_wsy_0922_热门模版-c_1,com.video.music.editor.maker,bd,32819000582183168,CayCut_in_220922_zhangguiping_9X16_2,40,3,7.50%,0.04,0.00,0.00,0,0%,-,-,0,0,-,0,0%,-
2022-10-10,catcut_wsy_09,52773625147726592,应用安装量,42779106921615360,catcut_bd_wsy_0908_b,com.video.music.editor.maker,bd,32779106922041344,01-Copy1-1662619601,1,0,0%,0.00,-,0.00,0,-,-,-,0,-,-,0,-,-
2022-10-10,catcut_bd_wsy_0920_热门模版,52813360980496384,应用安装量,42818989547854080,bd_wsy_0922_热门模版-a,com.video.music.editor.maker,bd,32818989549984000,CayCut_in_220921_zhangguiping_9X16_cola02.mp4,944,172,18.22%,0.04,0.00,0.04,9,5.23%,0.00,0.00,9,0.05232558139534884,0.00,0,0%,-
2022-10-10,catcut_bd_起量_bigo_wl_0831,52756929262294528,应用安装量,42851976237912576,bd_wl_0922 _迭代素材-Copy1-1664843634,com.video.music.editor.maker,bd,32851976240239104,catcut_in_220920_liaoluhui_1X1_boy 05.mp4-Copy1-1664843634,128232,6011,4.69%,0.07,0.00,9.08,306,5.09%,0.03,0.00,306,0.05090667110297788,0.03,276,4.59%,0.03
2022-10-10,catcut_bd_起量_bigo_wl_0831,52756929262294528,应用安装量,42796389392585216,黑白-0914,com.video.music.editor.maker,bd,32796389394092544,in_220825_chenweiyu_9X16_vido17.mp4,162,9,5.56%,0.05,0.00,0.01,0,0%,-,-,0,0,-,0,0%,-
2022-10-10,catcut_gcc_起量_bigo_wl_0919,52810654827451136,应用安装量,42851970541687552,bd_wl_0922 _迭代素材-Copy1-1664843438,com.video.music.editor.maker,sa,32851970542211840,catcut_in_220920_liaoluhui_1X1_boy 04.mp4-Copy1-1664843438,28,3,10.71%,0.10,0.00,0.00,0,0%,-,-,0,0,-,0,0%,-
2022-10-10,catcut_kz_wsy_0930_bigo,52841353853342208,应用安装量,42841353854292480,catcut_kz_wsy_0930_bigo,com.video.music.editor.maker,kz,32866410726855424,搞怪跳舞人,751,13,1.73%,0.11,0.01,0.08,2,15.38%,0.04,0.00,2,0.15384615384615385,0.04,2,15.38%,0.04
2022-10-10,catcut_bd_起量_bigo_wl_0831,52756929262294528,应用安装量,42796383846436864,换脸-0914,com.video.music.editor.maker,bd,32796383846928384,vido03_chenweiyu_16X9_220728.mp4-008,32368,824,2.55%,0.03,0.00,0.90,31,3.76%,0.03,0.00,31,0.03762135922330097,0.03,24,2.91%,0.04
2022-10-10,bd_wsy_1010_zgp,52870161891137024,应用安装量,42870171064308480,bd_wsy_1010_zgp_c,com.video.music.editor.maker,bd,32870171064668928,in_221010_zhangguiping_1X1_vido17.mp4,7538,361,4.79%,0.02,0.00,0.14,2,0.55%,0.07,0.00,2,0.00554016620498615,0.07,3,0.83%,0.05
2022-10-10,catcut_bd_起量_bigo_wl_0831,52756929262294528,应用安装量,42807428907339776,bd_wl_0906_1-Copy1-1663484,com.video.music.editor.maker,bd,32807428907798528,广告-2022090658359-Copy1-1663484147,55,6,10.91%,0.01,0.00,0.00,0,0%,-,-,0,0,-,0,0%,-
2022-10-10,bd_wsy_1010_zgp,52870161891137024,应用安装量,42870166344733440,bd_wsy_1010_zgp_a,com.video.music.editor.maker,bd,32870166345192192,in_221010_zhangguiping_1X1_vido9.mp4,7207,369,5.12%,0.02,0.00,0.18,4,1.08%,0.04,0.00,4,0.01084010840108401,0.04,5,1.36%,0.04
2022-10-10,catcut_bd_wsy_0920_热门模版,52813360980496384,应用安装量,42819017236846336,bd_wsy_0922_热门模版-e,com.video.music.editor.maker,bd,32819017237272320,CayCut_in_220922_zhangguiping_9X16_5,25,6,24%,0.04,0.00,0.00,0,0%,-,-,0,0,-,0,0%,-
2022-10-10,catcut_wsy_09,52773625147726592,应用安装量,42796250874155264,Cc_bd_wsy_0914,com.video.music.editor.maker,bd,32796250875171072,广告-2022090658359-Copy1-1663142773,475,24,5.05%,0.02,0.00,0.01,0,0%,-,-,0,0,-,0,0%,-
2022-10-10,catcut_gcc_起量_bigo_wl_0919,52810654827451136,应用安装量,42838181733932800,gcc-画-0929,com.video.music.editor.maker,sa,32838181734653696,画-0929,25569,254,0.99%,0.20,0.02,5.10,35,13.78%,0.15,0.00,35,0.1377952755905512,0.15,32,12.60%,0.16
2022-10-10,catcut_bd_起量_bigo_wl_0831,52756929262294528,应用安装量,42807427239874816,花-0918,com.video.music.editor.maker,bd,32807427242725632,in_220831_chenweiyu_9X16_vido3.mp4-Copy1-1663484103,10,0,0%,0.00,-,0.00,1,-,0.00,0.00,1,-,0.00,0,-,-
2022-10-10,catcut_gcc_起量_bigo_wl_0919,52810654827451136,应用安装量,42838181733932800,gcc-画-0929,com.video.music.editor.maker,ae,32838181734653696,画-0929,1335,55,4.12%,0.14,0.00,0.19,2,3.64%,0.09,0.00,2,0.03636363636363636,0.09,2,3.64%,0.09
2022-10-10,catcut_bd_起量_bigo_wl_0831,52756929262294528,应用安装量,42756955806897408,美颜-0831,com.video.music.editor.maker,bd,32756955807782144,pk_210830_chinweiyu_1X1_vido14.mp4,46893,54,0.12%,0.00,0.00,0.02,1,1.85%,0.02,0.00,1,0.018518518518518517,0.02,1,1.85%,0.02
2022-10-10,catcut_bd_wsy_迭代素材,52813461375324160,应用安装量,42813461377519616,bd_wsy_0920_迭代素材,com.video.music.editor.maker,bd,32813461378699264,catcut_in_220920_liaoluhui_1X1_boy03.mp4,29617,655,2.21%,0.05,0.00,1.41,64,9.77%,0.02,0.00,64,0.09770992366412214,0.02,62,9.47%,0.02
2022-10-10,catcut_kz_wsy_0930_bigo,52841353853342208,应用安装量,42866444591174400,catcut_kz_wsy_1009_bigo,com.video.music.editor.maker,kz,32866444591665920,in_220930_wangshiyu_02.mp4,2090,260,12.44%,0.35,0.00,0.73,13,5%,0.06,0.00,13,0.05,0.06,9,3.46%,0.08
2022-10-10,catcut_bd_起量_bigo_wl_0831,52756929262294528,应用安装量,42759601429747712,出量视频-0831-Copy1-0901,com.video.music.editor.maker,bd,32759601430665216,vido_chenweiyu_1X1_220805.mp4-Copy1-1662024330,101049,3931,3.89%,0.03,0.00,3.43,113,2.87%,0.03,0.00,113,0.0287458661918087,0.03,85,2.16%,0.04
2022-10-10,catcut_gcc_起量_bigo_wl_0919,52810654827451136,应用安装量,42810660067119360,bd_wl_0919,com.video.music.editor.maker,sa,32810660067938560,广告-2022090658359-Copy1-1663582467,17403,1004,5.77%,0.19,0.00,3.30,24,2.39%,0.14,0.00,24,0.02390438247011952,0.14,19,1.89%,0.17
2022-10-10,catcut_bd_wsy_0920_热门模版,52813360980496384,应用安装量,42819011715897088,bd_wsy_0922_热门模版-d,com.video.music.editor.maker,bd,32819011716388608,CayCut_in_220922_zhangguiping_9X16_3,100373,7123,7.10%,0.03,0.00,3.10,149,2.09%,0.02,0.00,149,0.020918152463849503,0.02,96,1.35%,0.03
2022-10-10,catcut_中东_wsy_0930,52841370832409344,应用安装量,42866457412834048,catcut_中东_wsy_boy-2,com.video.music.editor.maker,ae,32866457413292800,catcut_in_220920_liaoluhui_1X1_boy04.mp4,4837,128,2.65%,0.07,0.00,0.33,3,2.34%,0.11,0.00,3,0.0234375,0.11,2,1.56%,0.16
2022-10-10,catcut_bd_wsy_0920_热门模版,52813360980496384,应用安装量,42819000581429504,bd_wsy_0922_热门模版-c_1,com.video.music.editor.maker,bd,32819000583493888,CayCut_in_220922_zhangguiping_9X16_1,2609,164,6.29%,0.04,0.00,0.10,6,3.66%,0.02,0.00,6,0.036585365853658534,0.02,6,3.66%,0.02
2022-10-10,catcut_bd_起量_bigo_wl_0831,52756929262294528,应用安装量,42796550181392896,花-0915,com.video.music.editor.maker,bd,32796550188339712,in_220831_chenweiyu_9X16_vido3.mp4,515889,38920,7.54%,0.04,0.00,20.20,646,1.66%,0.03,0.00,646,0.016598150051387463,0.03,669,1.72%,0.03
2022-10-10,catcut_bd_起量_bigo_wl_0831,52756929262294528,应用安装量,42810584560996608,花-0919-复制,com.video.music.editor.maker,bd,32810584562012416,in_220816_chenweiyu_9x16_vido01.mp4-Copy1-1663580216,81,4,4.94%,0.02,0.00,0.00,0,0%,-,-,0,0,-,0,0%,-
2022-10-10,catcut_kz_wsy_0930_bigo,52841353853342208,应用安装量,42841353854292480,catcut_kz_wsy_0930_bigo,com.video.music.editor.maker,tr,32866410726855424,搞怪跳舞人,2583,47,1.82%,0.04,0.00,0.12,0,0%,-,-,0,0,-,1,2.13%,0.12
2022-10-10,catcut_gcc_起量_bigo_wl_0919,52810654827451136,应用安装量,42810660067119360,bd_wl_0919,com.video.music.editor.maker,ae,32810660067938560,广告-2022090658359-Copy1-1663582467,6848,301,4.40%,0.20,0.00,1.35,10,3.32%,0.14,0.00,10,0.03322259136212625,0.14,9,2.99%,0.15
2022-10-10,catcut_bd_wsy_0920_热门模版,52813360980496384,应用安装量,42818995273963776,bd_wsy_0922_热门模版-b,com.video.music.editor.maker,bd,32818995274848512,CayCut_in_220922_zhangguiping_9X16,79,7,8.86%,0.06,0.00,0.00,0,0%,-,-,0,0,-,0,0%,-
2022-10-10,catcut_bd_起量_bigo_wl_0831,52756929262294528,应用安装量,42756935363564800,出量视频-0831-Copy1,com.video.music.editor.maker,bd,32756935364678912,vido_chenweiyu_1X1_220805.mp4-Copy1-1661942826,15010,447,2.98%,0.03,0.00,0.38,14,3.13%,0.03,0.00,14,0.03131991051454139,0.03,6,1.34%,0.06
2022-10-10,catcut_bd_起量_bigo_wl_0831,52756929262294528,应用安装量,42756955806897408,美颜-0831,com.video.music.editor.maker,bd,32756955809223936,pk_210830_chinweiyu_1X1_vido05.mp4,68225,1829,2.68%,0.01,0.00,0.67,19,1.04%,0.04,0.00,19,0.01038819026790596,0.04,15,0.82%,0.04
2022-10-10,catcut_wsy_09,52773625147726592,应用安装量,42795778952335872,bd_wsy_0914_b,com.video.music.editor.maker,bd,32795778953187840,广告-2022090658359-Copy1-1663128165,61146,6310,10.32%,0.09,0.00,5.67,187,2.96%,0.03,0.00,187,0.029635499207606972,0.03,164,2.60%,0.03
2022-10-10,catcut_gcc_起量_bigo_wl_0919,52810654827451136,应用安装量,42810656860541696,出量视频-0831-Copy1-0919,com.video.music.editor.maker,ae,32810656861459200,vido_chenweiyu_1X1_220805.mp4-Copy1-1662024330-Copy1-1663582397,36,1,2.78%,0.01,0.00,0.00,0,0%,-,-,0,0,-,0,0%,-
2022-10-10,catcut_gcc_起量_bigo_wl_0919,52810654827451136,应用安装量,42810656860541696,出量视频-0831-Copy1-0919,com.video.music.editor.maker,sa,32810656861459200,vido_chenweiyu_1X1_220805.mp4-Copy1-1662024330-Copy1-1663582397,93,4,4.30%,0.02,0.00,0.00,0,0%,-,-,0,0,-,0,0%,-
2022-10-10,catcut_bd_wsy_0920_热门模版,52813360980496384,应用安装量,42819011715897088,bd_wsy_0922_热门模版-d,com.video.music.editor.maker,bd,32819011717306112,CayCut_in_220922_zhangguiping_9X16_4,133608,6192,4.63%,0.02,0.00,2.70,124,2%,0.02,0.00,124,0.020025839793281652,0.02,85,1.37%,0.03
2022-10-10,bd_wsy_1010_zgp,52870161891137024,应用安装量,42870161892087296,bd_wsy_1010_zgp_b,com.video.music.editor.maker,bd,32870161894413824,in_221010_zhangguiping_1X1_vido3.mp4,5868,272,4.64%,0.02,0.00,0.13,1,0.37%,0.13,0.00,1,0.003676470588235294,0.13,1,0.37%,0.13
2022-10-10,catcut_bd_起量_bigo_wl_0831,52756929262294528,应用安装量,42756929263113728,出量视频-0831,com.video.music.editor.maker,bd,32756929263998464,vido_chenweiyu_1X1_220805.mp4,56786,1960,3.45%,0.02,0.00,1.26,50,2.55%,0.03,0.00,50,0.025510204081632654,0.03,32,1.63%,0.04
2022-10-10,catcut_bd_wsy_0920_热门模版,52813360980496384,应用安装量,42818995273963776,bd_wsy_0922_热门模版-b,com.video.music.editor.maker,bd,32818995276421376,CayCut_in_220921_zhangguiping_9X16_cola02.mp4-Copy1-1663836745,256,22,8.59%,0.01,0.00,0.00,1,4.55%,0.00,0.00,1,0.045454545454545456,0.00,0,0%,-
2022-10-10,catcut_bd_起量_bigo_wl_0831,52756929262294528,应用安装量,42756929263113728,出量视频-0831,com.video.music.editor.maker,bd,32756929267635712,文件09.mp4,13786,12,0.09%,0.00,0.00,0.00,0,0%,-,-,0,0,-,0,0%,-
2022-10-10,catcut_bd_wsy_迭代素材,52813461375324160,应用安装量,42819033146955520,bd_wsy_0922 _迭代素材,com.video.music.editor.maker,bd,32819033147971328,catcut_in_220920_liaoluhui_1X1_boy 04.mp4,687240,36955,5.38%,0.04,0.00,24.59,960,2.60%,0.03,0.00,960,0.02597754025165742,0.03,889,2.41%,0.03
2022-10-10,catcut_gcc_起量_bigo_wl_0919,52810654827451136,应用安装量,42851970541687552,bd_wl_0922 _迭代素材-Copy1-1664843438,com.video.music.editor.maker,sa,32851970543063808,catcut_in_220920_liaoluhui_1X1_boy 05.mp4-Copy1-1664843438,23,0,0%,0.00,-,0.00,0,-,-,-,0,-,-,0,-,-
2022-10-10,catcut_中东_wsy_0930,52841370832409344,应用安装量,42866457412834048,catcut_中东_wsy_boy-2,com.video.music.editor.maker,sa,32866457413292800,catcut_in_220920_liaoluhui_1X1_boy04.mp4,1912,112,5.86%,0.22,0.00,0.41,3,2.68%,0.14,0.00,3,0.026785714285714284,0.14,2,1.79%,0.21
2022-10-10,bd_wsy_1010_zgp,52870161891137024,应用安装量,42870171064308480,bd_wsy_1010_zgp_c,com.video.music.editor.maker,bd,32870171065258752,in_221010_zhangguiping_1X1_vido21.mp4,7273,343,4.72%,0.02,0.00,0.18,6,1.75%,0.03,0.00,6,0.01749271137026239,0.03,7,2.04%,0.03
2022-10-10,catcut_gcc_起量_bigo_wl_0919,52810654827451136,应用安装量,42810654828991232,catcut_gcc_起量_bigo_wl_0919,com.video.music.editor.maker,sa,32810654831186688,in_220825_chenweiyu_1x1_vido16.mp4--0,1704,3,0.18%,0.00,0.00,0.01,0,0%,-,-,0,0,-,0,0%,-
2022-10-10,catcut_wsy_09,52773625147726592,应用安装量,42773625148578560,bd_wsy_0906_1,com.video.music.editor.maker,bd,32773625149627136,广告-2022090658359,433685,26280,6.06%,0.05,0.00,22.23,730,2.78%,0.03,0.00,730,0.027777777777777776,0.03,647,2.46%,0.03
2022-10-10,catcut_中东_wsy_0930,52841370832409344,应用安装量,42841370833228544,catcut_中东_wsy_boy,com.video.music.editor.maker,ae,32841370834440960,iaoluhui_1X1_boy05.mp4,39476,1896,4.80%,0.18,0.00,7.22,67,3.53%,0.11,0.00,67,0.03533755274261603,0.11,76,4%,0.09
2022-10-10,catcut_gcc_起量_bigo_wl_0919,52810654827451136,应用安装量,42810654828991232,catcut_gcc_起量_bigo_wl_0919,com.video.music.editor.maker,sa,32810654829843200,文件09.mp4-008,2313,5,0.22%,0.00,0.00,0.01,0,0%,-,-,0,0,-,0,0%,-
2022-10-10,catcut_bd_wsy_迭代素材,52813461375324160,应用安装量,42819033146955520,bd_wsy_0922 _迭代素材,com.video.music.editor.maker,bd,32819033148593920,catcut_in_220920_liaoluhui_1X1_boy 05.mp4,1121548,56540,5.04%,0.05,0.00,57.15,2085,3.69%,0.03,0.00,2085,0.03687654757693668,0.03,2034,3.60%,0.03
2022-10-10,catcut_kz_wsy_0930_bigo,52841353853342208,应用安装量,42866444591174400,catcut_kz_wsy_1009_bigo,com.video.music.editor.maker,kz,32866444592452352,in_220930_wangshiyu_04.mp4,6189,139,2.25%,0.09,0.00,0.53,8,5.76%,0.07,0.00,8,0.05755395683453238,0.07,4,2.88%,0.13
2022-10-10,catcut_bd_起量_bigo_wl_0831,52756929262294528,应用安装量,42796550181392896,花-0915,com.video.music.editor.maker,bd,32796550182277632,in_220816_chenweiyu_9x16_vido01.mp4,1593,331,20.78%,0.05,0.00,0.07,1,0.30%,0.07,0.00,1,0.0030211480362537764,0.07,1,0.30%,0.07
2022-10-10,catcut_kz_wsy_0930_bigo,52841353853342208,应用安装量,42841353854292480,catcut_kz_wsy_0930_bigo,com.video.music.editor.maker,tr,32841358427296256,蒙娜丽莎,0,0,-,-,-,0.00,1,-,0.00,0.00,1,-,0.00,0,-,-
2022-10-10,catcut_bd_wsy_迭代素材,52813461375324160,应用安装量,42813461377519616,bd_wsy_0920_迭代素材,com.video.music.editor.maker,bd,32813461379354624,catcut_in_220920_liaoluhui_1X1_boy05.mp4,660944,37261,5.64%,0.06,0.00,37.47,1251,3.36%,0.03,0.00,1251,0.033573978154102145,0.03,1300,3.49%,0.03
2022-10-10,catcut_gcc_起量_bigo_wl_0919,52810654827451136,应用安装量,42816002007963136,gcc-09in-0921,com.video.music.editor.maker,ae,32816002008716800,in_220902_chenweiyu_9X16_vido7.mp4,52,2,3.85%,0.06,0.00,0.00,0,0%,-,-,0,0,-,0,0%,-
2022-10-10,catcut_bd_wsy_0920_热门模版,52813360980496384,应用安装量,42813373117272064,bd_wsy_0920_热门模版-b,com.video.music.editor.maker,bd,32813373117730816,Lisa-天空.mp4,110016,4411,4%,0.02,0.00,1.99,93,2.11%,0.02,0.00,93,0.021083654500113354,0.02,53,1.20%,0.04
2022-10-10,catcut_gcc_起量_bigo_wl_0919,52810654827451136,应用安装量,42810654828991232,catcut_gcc_起量_bigo_wl_0919,com.video.music.editor.maker,ae,32810654831186688,in_220825_chenweiyu_1x1_vido16.mp4--0,682,17,2.49%,0.02,0.00,0.01,0,0%,-,-,0,0,-,0,0%,-
2022-10-10,catcut_wsy_09,52773625147726592,应用安装量,42795764287377664,bd_wsy_0914_a,com.video.music.editor.maker,bd,32795764288393472,pk_210830_chenweiyu_1X1_vido16.mp4,7,1,14.29%,0.11,0.00,0.00,0,0%,-,-,0,0,-,0,0%,-
2022-10-10,catcut_kz_wsy_0930_bigo,52841353853342208,应用安装量,42866444591174400,catcut_kz_wsy_1009_bigo,com.video.music.editor.maker,tr,32866444591665920,in_220930_wangshiyu_02.mp4,5509,181,3.29%,0.07,0.00,0.40,4,2.21%,0.10,0.00,4,0.022099447513812154,0.10,3,1.66%,0.13
2022-10-10,catcut_kz_wsy_0930_bigo,52841353853342208,应用安装量,42866444591174400,catcut_kz_wsy_1009_bigo,com.video.music.editor.maker,tr,32866444592452352,in_220930_wangshiyu_04.mp4,21031,497,2.36%,0.05,0.00,1.02,15,3.02%,0.07,0.00,15,0.030181086519114688,0.07,11,2.21%,0.09
2022-10-10,catcut_bd_起量_bigo_wl_0831,52756929262294528,应用安装量,42756935363564800,出量视频-0831-Copy1,com.video.music.editor.maker,bd,32756935366153472,vido03_chenweiyu_16X9_220728.mp4,56977,879,1.54%,0.00,0.00,0.23,9,1.02%,0.03,0.00,9,0.010238907849829351,0.03,10,1.14%,0.02
2022-10-10,catcut_gcc_起量_bigo_wl_0919,52810654827451136,应用安装量,42816015594460672,gcc-坐-0921,com.video.music.editor.maker,sa,32816015595279872,pk_210830_chenweiyu_1X1_vido01.mp4-09,292,27,9.25%,0.20,0.00,0.06,0,0%,-,-,0,0,-,0,0%,-
2022-10-10,bd_wsy_1010_zgp,52870161891137024,应用安装量,42870166344733440,bd_wsy_1010_zgp_a,com.video.music.editor.maker,bd,32870166345945856,in_221010_zhangguiping_1X1_vido12.mp4,8329,374,4.49%,0.02,0.00,0.20,4,1.07%,0.05,0.00,4,0.0106951871657754,0.05,6,1.60%,0.03
2022-10-10,catcut_中东_wsy_0930,52841370832409344,应用安装量,42841370833228544,catcut_中东_wsy_boy,com.video.music.editor.maker,sa,32841370833654528,220920_liaoluhui_1X1_boy05.mp4,8365,400,4.78%,0.17,0.00,1.39,13,3.25%,0.11,0.00,13,0.0325,0.11,14,3.50%,0.10
2022-10-10,catcut_wsy_09,52773625147726592,应用安装量,42795756467196160,bd_wsy_0914,com.video.music.editor.maker,bd,32795756468179200,广告-2022090658359-Copy1-1663127669,1949,82,4.21%,0.02,0.00,0.04,0,0%,-,-,0,0,-,0,0%,-
2022-10-09,catcut_kz_wsy_0930_bigo,52841353853342208,应用安装量,42866444591174400,catcut_kz_wsy_1009_bigo,com.video.music.editor.maker,kz,32866444592452352,in_220930_wangshiyu_04.mp4,10035,666,6.64%,0.16,0.00,1.61,22,3.30%,0.07,0.00,22,0.03303303303303303,0.07,28,4.20%,0.06
2022-10-09,catcut_gcc_起量_bigo_wl_0919,52810654827451136,应用安装量,42838181733932800,gcc-画-0929,com.video.music.editor.maker,sa,32838181734653696,画-0929,34757,316,0.91%,0.21,0.02,7.24,63,19.94%,0.11,0.00,63,0.19936708860759494,0.11,58,18.35%,0.12
2022-10-09,catcut_gcc_起量_bigo_wl_0919,52810654827451136,应用安装量,42816002007963136,gcc-09in-0921,com.video.music.editor.maker,ae,32816002008716800,in_220902_chenweiyu_9X16_vido7.mp4,9,1,11.11%,0.02,0.00,0.00,0,0%,-,-,0,0,-,0,0%,-
2022-10-09,catcut_bd_wsy_0920_热门模版,52813360980496384,应用安装量,42813373117272064,bd_wsy_0920_热门模版-b,com.video.music.editor.maker,bd,32813373118517248,Music box.mp4,11674,192,1.64%,0.05,0.00,0.58,19,9.90%,0.03,0.00,19,0.09895833333333333,0.03,23,11.98%,0.03
2022-10-09,catcut_bd_起量_bigo_wl_0831,52756929262294528,应用安装量,42796383846436864,换脸-0914,com.video.music.editor.maker,bd,32796383846928384,vido03_chenweiyu_16X9_220728.mp4-008,46539,1158,2.49%,0.02,0.00,1.05,32,2.76%,0.03,0.00,32,0.027633851468048358,0.03,26,2.25%,0.04
2022-10-09,catcut_gcc_起量_bigo_wl_0919,52810654827451136,应用安装量,42810654828991232,catcut_gcc_起量_bigo_wl_0919,com.video.music.editor.maker,ae,32810654829843200,文件09.mp4-008,1458,5,0.34%,0.00,0.00,0.01,0,0%,-,-,0,0,-,0,0%,-
2022-10-09,catcut_kz_wsy_0930_bigo,52841353853342208,应用安装量,42841353854292480,catcut_kz_wsy_0930_bigo,com.video.music.editor.maker,kz,32841358427296256,蒙娜丽莎,3547,45,1.27%,0.07,0.01,0.24,8,17.78%,0.03,0.00,8,0.17777777777777778,0.03,2,4.44%,0.12
2022-10-09,catcut_kz_wsy_0930_bigo,52841353853342208,应用安装量,42841353854292480,catcut_kz_wsy_0930_bigo,com.video.music.editor.maker,tr,32866410726855424,搞怪跳舞人,1183,20,1.69%,0.03,0.00,0.03,1,5%,0.03,0.00,1,0.05,0.03,1,5%,0.03
2022-10-09,catcut_bd_起量_bigo_wl_0831,52756929262294528,应用安装量,42796550181392896,花-0915,com.video.music.editor.maker,bd,32796550188339712,in_220831_chenweiyu_9X16_vido3.mp4,200602,17541,8.74%,0.05,0.00,10.69,356,2.03%,0.03,0.00,356,0.02029530813522604,0.03,331,1.89%,0.03
2022-10-09,catcut_bd_起量_bigo_wl_0831,52756929262294528,应用安装量,42756929263113728,出量视频-0831,com.video.music.editor.maker,bd,32756929267635712,文件09.mp4,43010,57,0.13%,0.00,0.00,0.02,4,7.02%,0.01,0.00,4,0.07017543859649122,0.01,4,7.02%,0.01
